patch_ID,N_RMSF_central,N_RMSF_patch_min,N_RMSF_patch_max,N_RMSF_patch_avg_freq,RSASA_min_central,RSASA_max_central,RSASA_avg_central,charge_pos_central,charge_neg_central,hydro_central,charge_patch_pos,charge_patch_neg,RSASA_patch_min_avg_freq,RSASA_patch_max_avg_freq,RSASA_patch_avg_avg_freq,hydro_patch_min,hydro_patch_max,hydro_patch_avg
308,3.926727755630953,0.5726869763197532,5.469464676425064,1.5372339914858382,36.79665689883025,69.35612222422725,54.24574561741042,0.0,0.0,4.2,2.0,-6.0,20.84180980532939,47.56310834239606,32.71204306607434,-4.5,4.2,-1.5913043478260869
313,-0.0474093738270266,-0.8912717339722068,5.88073600803683,0.521034419611652,8.89886358509893,46.116552886015135,30.70378036972899,0.0,0.0,-0.8,3.0,-7.0,17.8053787206436,43.396253583738265,30.990324648458483,-4.5,3.8,-1.7580645161290325
422,2.0050107760641245,-0.6326119095311143,2.47232144176272,0.4142800514021165,22.284540544476425,78.24871397854989,54.50767115542763,1.0,0.0,-4.5,10.0,-3.0,16.027114229734742,36.62304521920554,26.632613800311034,-4.5,1.8,-2.4416666666666664
423,1.5486204632443137,-0.8966370823612292,2.47232144176272,0.4567064046702225,39.40435041461075,73.03142882229989,52.50525223581415,1.0,0.0,-4.5,8.0,-6.0,18.642562959874034,40.92329587385397,30.10124240349377,-4.5,1.8,-2.480769230769231
435,2.47232144176272,-0.97966067180009,2.47232144176272,0.4421681729066483,46.38260690789473,73.17402086759868,59.30868316114994,1.0,0.0,-4.5,6.0,-2.0,19.016005243991664,39.90445595031322,29.97221454617748,-4.5,1.8,-2.275
436,-0.2403599697489884,-0.97966067180009,2.47232144176272,0.2820335966523249,20.36763633169779,56.50045503445757,41.97433750803877,1.0,0.0,-3.9,8.0,-3.0,17.82144270407351,37.14084714394299,27.741520505508177,-4.5,4.2,-2.046153846153846
438,-0.6326119095311143,-0.97966067180009,2.47232144176272,0.2099065707213157,20.842328278914746,48.44372514365376,38.13001383905825,0.0,0.0,1.8,7.0,-2.0,16.086161458352542,36.16209663353784,26.926854325106337,-4.5,4.2,-1.7899999999999998
442,-0.36494089657187,-0.7712101833832153,9.256459686234988,0.4164761584191538,38.55062153028405,60.62140672103219,52.59866714477539,0.0,0.0,4.2,7.0,-2.0,15.595283775121304,34.03936152879194,24.613923910431183,-4.5,4.2,-1.4633333333333334
444,-0.4388207266199558,-0.7712101833832153,9.256459686234988,0.5508089092993858,20.05137139624292,52.5963374546596,32.5155530657087,0.0,0.0,-0.7,5.0,-2.0,21.22184347937097,45.060916289810606,32.40202623116635,-4.5,4.2,-1.7
456,0.6677163586190791,-0.62531114410055,2.674427577965652,0.500605859213446,46.169314177139945,88.64739459493886,65.35699263862941,0.0,0.0,-0.8,5.0,-7.0,19.27971929832635,40.51389528857965,30.10878084050029,-4.5,3.8,-1.815384615384616
460,-0.62531114410055,-0.97966067180009,2.1343402573439008,0.0920514746552627,20.94979305191344,41.73757241541647,30.73739283588303,0.0,0.0,2.8,7.0,-6.0,25.34040559150459,49.83176528637944,36.86378305596517,-4.5,3.8,-2.128
480,0.6894653318253503,-0.0293481624468615,1.3095849715590169,0.4014380399169617,44.11889228267946,67.41639289303102,55.28410759525023,0.0,0.0,1.8,4.0,-2.0,25.02534879549519,47.49999649331335,35.23043612794027,-4.5,4.2,-2.053333333333333
481,0.4102292169948414,-0.8435290794805156,1.3095849715590169,0.2589038916093643,37.37274943918422,59.85945549564086,48.00891046938689,0.0,0.0,1.8,4.0,-2.0,21.875360544338708,40.87375047091157,30.51005043782636,-4.5,4.2,-1.2473684210526317
482,0.5718519678676846,-0.97966067180009,1.3095849715590169,0.2477280789924369,35.95222704338305,66.18963464514002,47.03054056539164,0.0,0.0,-3.2,4.0,-4.0,22.606218570575283,40.68681041497922,30.924685221024397,-4.5,4.2,-1.6842105263157898
483,0.007800707279613,-0.97966067180009,1.3095849715590169,0.096426984855373,15.889630110367484,36.51090704876444,23.98298823315164,0.0,0.0,4.2,5.0,-5.0,21.38648779748427,41.06856985088444,30.70620852519639,-4.5,4.2,-1.5071428571428571
487,-0.6559629757882327,-0.97966067180009,1.336191016595708,-0.0959619162270631,35.90048361515653,57.25512297257133,48.73694544253142,0.0,0.0,1.8,7.0,-6.0,20.0067129074905,38.91695314426205,28.95250966917055,-4.5,4.2,-1.9541666666666664
491,-0.3614339116833334,-0.97966067180009,2.47232144176272,-0.0787270113074524,19.24353169870901,45.16602400895003,31.80741844596444,0.0,0.0,-0.7,8.0,-5.0,17.092163932527306,35.710833533380466,25.870358552038088,-4.5,4.2,-1.9520000000000004
505,-0.0018428387089291,-0.2220882560560512,2.977237977334372,0.858816567410903,20.643633690433223,62.17822199282439,40.01624204110408,0.0,0.0,1.8,3.0,-5.0,19.533406121512623,49.99704406146331,34.73274157937346,-4.5,3.8,-1.5419354838709678
511,0.990692253477251,0.2482293958358953,3.661635424980009,1.1752378094798466,39.48972950810972,82.62534763502039,65.14506961988366,0.0,0.0,1.8,2.0,-7.0,19.603887511733067,43.4514491234107,30.613934508644878,-4.5,4.2,-1.7333333333333334
512,1.8548807362499715,0.2482293958358953,3.1422579964406245,1.4673835848624075,34.85815628715184,83.43578836192256,45.27219482090162,0.0,0.0,4.2,1.0,-6.0,23.840443228600247,53.13903204950246,37.544480907593886,-4.5,4.2,-1.5500000000000005
517,0.1152606041015674,-0.2220882560560512,3.1422579964406245,0.4675366732062408,8.062925990323844,32.507250768057304,21.022289584142083,0.0,0.0,-0.8,2.0,-7.0,13.825412576795864,37.747275035021765,24.794305618436592,-4.5,3.8,-1.206451612903226
634,0.7033190834782816,-1.2289252183367438,1.3725759633840624,-0.1152436696963701,23.809967041015625,61.81067215768914,42.41410372550027,1.0,0.0,-4.5,7.0,-8.0,20.416445480143715,45.10254133083303,33.04822490154036,-4.5,1.8,-2.503703703703704
635,-0.8857057225184584,-1.2289252183367438,1.3725759633840624,-0.2090118121929348,9.76725074866299,36.30699190459026,21.414604514453544,0.0,-1.0,-3.5,7.0,-8.0,20.016674938013026,44.991510409517865,32.68053859566179,-4.5,1.8,-2.576666666666667
648,0.7662262779015125,-1.2289252183367438,0.8850819979444597,-0.0564246621887711,40.42623954906799,73.49545662863214,55.08894535533169,1.0,0.0,-4.5,6.0,-7.0,15.878320405040371,36.32092191356648,26.06213602531454,-4.5,1.8,-2.292307692307692
649,-0.5069261439768266,-1.2289252183367438,0.8467354810640711,-0.1653191656244081,33.14773435515117,59.69179355032076,51.66367166410616,1.0,0.0,-3.9,6.0,-7.0,17.489609430286205,37.95744232715277,27.682955404241223,-4.5,1.8,-2.414814814814815
651,-0.8871534971039056,-1.2289252183367438,1.5172634495786554,-0.1334735347433684,34.23225292261096,50.48548380533854,41.49843713511592,0.0,0.0,1.8,6.0,-4.0,16.398967091092793,37.33926342174231,26.308498162487677,-4.5,4.2,-2.176190476190476
655,-0.4608896897425231,-0.8871534971039056,7.857404902068822,0.435721688280628,41.840279620626696,64.73812434984289,52.93897960496986,0.0,0.0,4.2,6.0,-3.0,15.90424691816432,36.97917085967036,25.72536686692964,-4.5,4.2,-1.561290322580645
657,0.0195390032698354,-0.6170750160041857,7.857404902068822,0.7035140205025,18.084941067538416,49.62198026887664,33.072824792547536,0.0,0.0,-0.7,6.0,-4.0,17.701456462119502,41.55747808355417,28.54295425832735,-4.5,4.2,-1.6625
668,0.496925971193271,-0.7594349948244233,4.012607136293261,0.5917053145578489,37.13885716029576,78.38121497112772,56.631481573448426,0.0,0.0,-0.8,5.0,-6.0,21.314811147395712,48.003697015750994,33.825939015284185,-4.5,3.8,-2.1333333333333333
672,-0.7594349948244233,-1.1520756516213029,2.7415352004869256,0.1256552533653508,19.585915675676205,39.38320813425984,31.154284534226377,0.0,0.0,2.8,8.0,-6.0,23.927149295285044,49.53878348109194,36.31685277215176,-4.5,3.8,-2.256
690,-0.0077374931707198,-0.5847429903702857,2.903958348592587,0.2915186825640524,11.480350029177783,40.027773477197655,23.98225505177568,1.0,0.0,-3.9,4.0,-7.0,21.62003010379113,46.34397321743538,33.375847949049,-4.5,1.9,-2.185185185185185
691,0.545498884939394,-0.5847429903702857,2.903958348592587,0.336413128488536,35.516595221185064,60.800778607785446,47.86590642227239,0.0,0.0,-3.2,3.0,-4.0,19.333679767152603,42.74590717949547,30.248326204605505,-3.9,4.2,-1.539130434782609
694,0.3287347165372255,-0.5847429903702857,1.0968876859221792,0.0841750250928951,38.99372645786831,68.51599557059151,51.30545437990965,0.0,0.0,-0.7,3.0,-3.0,19.24653446194633,38.657608851827455,28.50264571784432,-4.5,4.2,-1.8842105263157896
695,-0.1252470957482698,-0.8871534971039056,0.8959018298157362,-0.0143344328803534,27.49430891396343,54.99098404594089,41.88107200290845,0.0,0.0,1.8,4.0,-3.0,22.26164786814057,42.61838178103729,32.036315917012104,-4.5,4.2,-1.8190476190476192
696,0.0557318181169659,-0.8049402108756661,0.8959018298157362,-0.0178704919683827,36.62003686417749,63.16217199548498,49.324532711144656,0.0,0.0,-3.2,5.0,-4.0,25.3850517918724,46.59919790152264,35.42282782139669,-4.5,1.8,-2.541176470588236
697,-0.5847429903702857,-1.1520756516213029,0.8959018298157362,-0.0518829370527159,13.458851990270002,32.17853333305391,21.918499009292013,0.0,-1.0,-3.5,6.0,-5.0,22.035509843675943,41.99911563642701,31.850052544588262,-4.5,4.2,-2.0103448275862066
701,-0.8049402108756661,-1.1520756516213029,2.7415352004869256,-0.262915488540213,37.326492088428445,57.2418212890625,47.21003546231034,0.0,0.0,1.8,7.0,-6.0,22.12269836814632,41.980811848645,32.082986900415975,-4.5,3.8,-2.2
704,-0.589730013416626,-1.1520756516213029,2.7415352004869256,-0.2060612572848855,23.24488503592355,43.858152955443,32.90117494352572,0.0,0.0,-0.7,7.0,-6.0,17.342332998139522,36.30945774599535,26.267933996929187,-4.5,3.8,-2.2958333333333334
718,-0.6562818217183717,-0.7892316853043335,4.012607136293261,0.4672927350920111,13.512856027354363,64.41758750141531,44.03702832650447,0.0,0.0,1.8,4.0,-6.0,20.208998742366354,48.91993889615133,34.63824536833462,-4.5,3.8,-1.809677419354839
724,1.020441409733755,-0.4017714536074792,5.032311842611844,1.1288173435377349,29.41332001616989,78.13823534094769,48.07738704957824,0.0,0.0,1.8,1.0,-9.0,18.684761452548187,43.140672477982136,29.88531400680693,-4.5,4.2,-1.7448275862068967
725,2.673934994509968,-0.4017714536074792,5.032311842611844,1.13614451713903,33.74493847722593,92.48397661292034,65.35127266593601,0.0,0.0,4.2,1.0,-7.0,18.243673806930367,42.36565803481257,29.376779191517464,-4.5,4.2,-1.580769230769231
730,-0.7892316853043335,-0.7892316853043335,4.012607136293261,0.0211395787418436,8.331581376354148,37.26279928077082,22.332080106557527,0.0,0.0,-0.8,4.0,-8.0,12.087851219826812,36.66192217573996,23.838881424119837,-4.5,4.2,-1.4818181818181817
845,1.677781043702479,-0.8260971781969526,1.677781043702479,0.1868206030383262,47.086679559004935,79.05137982284813,62.58586415073327,1.0,0.0,-4.5,9.0,-5.0,15.170606040224351,34.354369877838195,24.92611188811309,-4.5,1.8,-2.520833333333333
846,1.3510746500721469,-0.8260971781969526,1.677781043702479,0.2616073162439098,29.28141008343613,58.44305741159539,40.51812422902961,1.0,0.0,-4.5,7.0,-6.0,23.87769538897241,50.270401987548325,37.27651538459752,-4.5,1.8,-2.475
857,1.6196560116492318,-0.8260971781969526,1.677781043702479,0.1558976671347076,43.98837976288378,69.70420971251372,54.14703636838679,1.0,0.0,-4.5,6.0,-5.0,17.345951629012937,34.931475526286015,26.13781832053772,-4.5,1.8,-2.330434782608696
858,0.0717878309401632,-0.8260971781969526,1.677781043702479,0.0928356016601211,24.01413025894785,56.81981652732787,40.52011133209477,1.0,0.0,-3.9,7.0,-5.0,17.1621709989983,35.920125443434195,26.52153670527526,-4.5,1.8,-2.415384615384616
860,-0.7087619672421065,-0.8260971781969526,1.677781043702479,0.1032577763947956,20.80754266268965,47.350090137426406,37.74009372877039,0.0,0.0,1.8,6.0,-3.0,18.60609449236003,39.06776012376822,28.41661364066996,-4.5,4.2,-2.0789473684210527
861,-0.3289856418770782,-0.8260971781969526,1.6196560116492318,0.0312648066688893,11.376102662189698,37.18198635877469,20.56190110904314,0.0,0.0,-3.2,6.0,-3.0,17.80892398429344,38.17129974314604,27.601019709203516,-4.5,4.2,-1.9272727272727277
865,-0.2913462127303987,-0.7087619672421065,2.337867676632477,0.3984829291801821,45.12570422628652,62.44161439978559,53.68640526481297,0.0,0.0,4.2,3.0,-2.0,17.379889133639306,40.21462269479644,28.659482440368365,-4.5,4.2,-1.0840000000000003
867,-0.0154696289480429,-0.4755254361324983,2.337867676632477,0.618983607311591,13.693338960081668,45.457395616468496,27.51993766197792,0.0,0.0,-0.7,3.0,-5.0,17.424026944736667,40.12801697943806,28.574064502222235,-4.5,4.2,-1.2333333333333334
878,1.1775336544582775,-0.5360163780060322,3.382021496852084,0.6094637531377454,40.692096023085696,91.8656343258686,62.24115502019846,0.0,0.0,-0.8,5.0,-7.0,19.29518587365496,41.19977839215822,29.565215965443468,-4.5,3.8,-1.9458333333333333
882,-0.1751275212672723,-0.6339046406369927,2.805043391298463,0.4546028113793205,17.454138220068945,37.70272000377396,29.502485662817485,0.0,0.0,2.8,5.0,-6.0,26.89457387758663,52.0141350299733,38.7002310501667,-4.5,3.8,-1.9217391304347828
902,0.5993748768711833,-0.1510691368796426,1.8425891808803,0.3634501114091183,44.077367367951766,65.01056836998981,54.76815873298092,0.0,0.0,1.8,2.0,-2.0,22.77491542058188,42.47065987935873,32.77481706478005,-4.5,4.2,-1.575
903,0.3182298021882865,-0.5377318427011949,1.8425891808803,0.2435829485261897,37.00177289437557,60.441511955814086,50.01096863677536,0.0,0.0,1.8,2.0,-2.0,22.75526939050221,40.722931828818766,31.833044214299235,-4.5,4.2,-1.0789473684210529
904,0.5918319742414865,-0.5377318427011949,1.5063991465565771,0.2396294304554025,37.31766407623952,59.74792876800934,48.82078790045404,0.0,0.0,-3.2,3.0,-4.0,22.04165078826155,38.69711399299243,30.547845949293453,-4.5,4.2,-1.8277777777777775
905,-0.1510691368796426,-0.7087619672421065,1.5063991465565771,0.2385341692583724,9.148591497670049,32.10325241088868,21.00434925245202,0.0,0.0,4.2,3.0,-4.0,23.37250664107492,43.35231634895048,32.92526427140376,-4.5,4.2,-1.362962962962963
908,-0.5377318427011949,-0.6339046406369927,2.533182366088857,0.0971615019773459,37.61005678038667,57.08392599354619,48.02165929821955,0.0,0.0,1.8,6.0,-6.0,19.520883636587413,36.37258873093711,27.8515849627814,-4.5,4.2,-1.8560000000000003
912,-0.1463493941276657,-0.6339046406369927,2.533182366088857,0.1606329667901443,19.081964597597224,44.54792567661831,30.9177597800454,0.0,0.0,-0.7,6.0,-4.0,18.121490431429606,37.21745024702494,27.27018103668452,-4.5,4.2,-1.842857142857143
926,0.1467472383033833,-1.010641423579312,4.191630547226298,0.6504937821019543,13.839034757752348,63.40280615765116,34.254835653996125,0.0,0.0,1.8,3.0,-6.0,20.50557612983857,49.28090490213135,34.275743322015586,-4.5,3.8,-1.7433333333333334
933,0.9231383196212004,-0.4674280590176216,3.0136305171421154,0.9141738294492676,35.16853995945143,70.47766533450805,52.56867892500283,0.0,0.0,1.8,1.0,-7.0,19.62535029982529,46.86317846317462,32.30250281690748,-4.5,4.2,-1.6791666666666665
934,1.4073161818187454,-0.4674280590176216,2.6321440895024133,0.944988935796769,28.307116549947985,56.67474580847699,40.63459064649499,0.0,0.0,4.2,1.0,-6.0,20.10589837549653,47.83153683007894,33.24996286710319,-4.5,4.2,-1.5095238095238095
1047,1.8686539478690565,-0.7911353978062984,2.306218131568744,0.3356314283293289,23.66499248303865,66.6162323533443,51.41052513791804,1.0,0.0,-4.5,6.0,-6.0,24.859298350905537,49.835528915021015,37.222756305172354,-4.5,1.8,-2.6318181818181823
1048,-0.5641766207610845,-1.0526766366740097,2.306218131568744,0.3352876618042644,13.442564215271258,42.08439511802575,27.37872160555467,0.0,-1.0,-3.5,6.0,-6.0,25.24129097720528,49.28257973323633,37.04111081807719,-4.5,1.8,-2.720833333333333
1057,1.6083847547081995,-0.7911353978062984,2.306218131568744,0.3126136980687036,47.84463447436952,72.69060101425438,60.46338265402275,1.0,0.0,-4.5,6.0,-4.0,21.80859078699574,43.741054920747146,32.39515691517208,-4.5,1.8,-2.333333333333333
1058,0.7032585206053579,-1.0156887123830516,1.8686539478690565,0.1164727090682453,28.32163678921335,71.25715550368395,46.625377686043095,1.0,0.0,-3.9,7.0,-5.0,18.54740726695055,39.00881610994635,28.29562526162557,-4.5,4.2,-2.296153846153846
1060,-0.7911353978062984,-1.0156887123830516,2.306218131568744,0.1735574787781954,30.47490603681924,58.038606505463086,45.80515018407849,0.0,0.0,1.8,5.0,-3.0,21.163601194329257,45.70288237050583,32.52925142233303,-4.5,4.2,-1.9722222222222223
1061,-0.4826795405798149,-1.0156887123830516,1.8686539478690565,0.0486241146802078,14.488101315188718,43.306758599879934,28.230815738826603,0.0,0.0,-3.2,6.0,-4.0,16.12256169567913,35.42903356586602,25.105729557206843,-4.5,4.2,-2.0375
1065,-0.3043696553133343,-1.0156887123830516,1.3538581105442151,0.0069362911267878,43.6714213827382,69.23155162645422,56.284506424613625,0.0,0.0,4.2,3.0,-3.0,19.58449846854512,39.1598173045319,28.5624993996867,-4.5,4.2,-1.4192307692307689
1066,-1.0156887123830516,-1.0156887123830516,1.5252721203020778,0.0687178148617404,13.050297194836183,43.31430547377643,27.59149775785558,0.0,-1.0,-3.5,5.0,-5.0,15.4916126117243,32.1866560697773,23.345102971714727,-4.5,4.2,-1.345714285714286
1068,-0.46681874427417,-1.0156887123830516,1.5252721203020778,0.2587289632747147,45.96985198639251,63.9320331615406,54.90468203366457,0.0,0.0,-0.7,3.0,-4.0,21.248500930069984,41.41036684533928,30.485952366183195,-4.5,4.2,-1.6214285714285717
1078,0.8333381312960582,-0.9309590035835156,3.7882520775487554,0.6341521851498672,44.10796550490101,83.73043463096856,67.9895318072775,0.0,0.0,-0.8,5.0,-7.0,18.167463999870584,41.85785296124535,30.64420449745964,-4.5,3.8,-2.143478260869565
1082,-0.6022112826712707,-0.9309590035835156,3.7882520775487554,0.4750284851537728,5.986499406427026,35.49394037619055,23.006872351900988,0.0,0.0,2.8,5.0,-6.0,27.418056910017015,56.226372227913615,43.02970058596152,-4.5,3.8,-1.9217391304347828
1102,0.9617413248585412,-1.0156887123830516,1.3538581105442151,0.501151917368845,53.6547619363536,77.19084698220958,64.06490768211475,0.0,0.0,1.8,3.0,-3.0,25.148256843581876,45.16512754760976,35.10537580513215,-4.5,4.2,-1.852941176470588
1103,0.8310375997378198,-1.0156887123830516,1.3538581105442151,0.4342654870211399,39.521966464277625,61.31951705269192,49.72267150878906,0.0,0.0,1.8,2.0,-3.0,24.076898588968454,42.79223216006621,33.4920306355697,-4.5,4.2,-1.2052631578947368
1104,1.1308717841460894,-0.7863030144156273,1.3538581105442151,0.447757637155151,40.38723041484882,61.63049342828396,51.12347953763359,0.0,0.0,-3.2,3.0,-4.0,25.5271326043804,44.26553914292221,34.97877005542081,-4.5,4.2,-1.6833333333333331
1105,0.0060820830918246,-1.0156887123830516,1.3538581105442151,0.272734407698769,17.500858721525773,36.80922466775645,26.575690767039426,0.0,0.0,4.2,4.0,-5.0,23.121304836751357,43.41362466163255,33.47695805079604,-4.5,4.2,-1.67037037037037
1112,-0.6073987110167356,-0.9309590035835156,3.7882520775487554,0.1757689096684162,20.192777193509613,44.58990411444025,32.33914322905488,0.0,0.0,-0.7,5.0,-4.0,19.862779338546343,41.94964152647013,31.09368336266511,-4.5,4.2,-1.7100000000000002
